Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Protected Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.saveCache",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,,,,6,1,3,,,3,,,,,,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0,50,2,2,2,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setAlgorithm",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setAlgorithmClass",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setCache",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setCacheClass",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setClassLoader",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,,,,3,1,1,,,8,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,67,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setComparator",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setComparatorClass",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setDelayUpdate",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setModified",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setParameters",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0,,,,7,1,3,,,7,,,,,,,,,1,3,0,3,6,2,,,4,,,3,3,3,1,0,,,,,0,,2,0,,,1,00,3,3,3,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setSeldirs",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setSelres",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.setUpdate",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.targetFinished",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,,,,5,1,2,,,4,,,,,,,,,2,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0,80,2,2,2,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.targetStarted",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,,,,2,1,0,,,5,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,2,50,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.taskFinished",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,,,,5,1,2,,,4,,,,,,,,,2,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,0,80,2,2,2,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.taskStarted",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,,,,2,1,0,,,5,,,,,,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,2,50,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.toString",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,0,,,,10,2,8,,,4,,,,,,,,,3,1,0,8,9,2,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0,40,1,1,1,1
Protected Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.tryToSetAParameter",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,,,,9,4,5,,,8,,,,,,,,,5,2,0,3,5,3,,,2,,,3,3,3,1,1,,,,,0,,1,0,,,0,89,3,3,3,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.useParameter",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,59,0,,,,46,15,40,,,13,,,,,,,,,16,10,1,24,34,12,,,22,,,13,13,13,1,9,,,,,0,,1,0,,,0,28,13,13,13,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.verifySettings",ModifiedSelector.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,,,,12,1,9,,,1,,,,,,,,,4,5,1,5,10,1,,,9,,,5,5,5,1,3,,,,,0,,1,0,,,0,08,5,5,5,1
Public Class,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache",PropertiesfileCache.java,1,1,1,1,10,0,6,3,2,0,0,0,,0,0,,,,12,4,,,,,,12,12,0,,0,0,,12,,,,204,35,,,,87,24,53,,,82,,,,,,,,,,,,40,61,22,,,39,,,,,,,,4,4,5,1,,1,2,,54,50,0,94,20,20,23,12
Public Constructor,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.PropertiesfileCache",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,,,,2,1,0,,,1,,,,,,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0,50,1,1,1,1
Public Constructor,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.PropertiesfileCache",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.delete",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,6,1,4,,,1,,,,,,,,,4,1,0,4,5,1,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0,17,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.get",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,,,,10,1,6,,,5,,,,,,,,,4,4,1,3,6,1,,,5,,,3,3,3,1,1,,,,,0,,1,0,,,0,50,3,3,3,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.getCachefile",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.isValid",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.iterator",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,,,,8,3,5,,,4,,,,,,,,,6,2,0,4,6,3,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0,50,2,2,2,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.load",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,,,,14,3,10,,,4,,,,,,,,,7,3,0,6,9,2,,,7,,,3,3,5,1,1,,,,,0,,2,0,,,0,29,3,3,5,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.put",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,,,,4,1,2,,,5,,,,,,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1,25,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.save",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,0,,,,17,3,12,,,7,,,,,,,,,7,4,1,7,11,2,,,9,,,4,4,5,1,2,,,,,0,,2,0,,,0,41,4,4,5,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.setCachefile",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache.toString",PropertiesfileCache.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,,,,8,2,6,,,4,,,,,,,,,4,1,0,6,7,2,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0,50,1,1,1,1
Package,"org.apache.tools.ant.types.spi",Provider.java,1,1,1,1,11,0,7,4,,,,,2,0,0,,2,,9,3,,,,,,9,,0,,0,0,,9,,,,187,15,,,,86,34,37,,,86,,,,,,,,,,,,44,61,34,,,27,,,,,,,,4,4,4,1,,,1,,,,1,00,15,15,15,9
Public Class,"org.apache.tools.ant.types.spi.Provider",Provider.java,1,1,1,1,9,0,5,3,1,1,1,0,,0,0,,,,3,1,,,,,,3,13,0,,0,0,,3,,,,41,3,,,,20,5,9,,,18,,,,,,,,,,,,5,11,5,,,6,,,,,,,,3,3,3,1,,2,1,,0,0,0,90,5,5,5,3
Public Method,"org.apache.tools.ant.types.spi.Provider.check",Provider.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,,,,11,1,7,,,3,,,,,,,,,3,4,1,2,5,1,,,4,,,3,3,3,1,0,,,,,0,,1,0,,,0,27,3,3,3,1
Public Method,"org.apache.tools.ant.types.spi.Provider.getClassName",Provider.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,,,,3,1,1,,,3,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,00,1,1,1,1
Public Method,"org.apache.tools.ant.types.spi.Provider.setClassName",Provider.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Class,"org.apache.tools.ant.types.spi.Service",Service.java,1,1,1,1,12,0,7,4,1,2,2,0,,0,0,,,,6,2,,,,,,6,16,0,,0,0,,6,,,,92,7,,,,51,14,28,,,34,,,,,,,,,,,,24,35,14,,,21,,,,,,,,4,4,4,1,,2,1,,41,41,0,67,10,10,10,6
Public Method,"org.apache.tools.ant.types.spi.Service.addConfiguredProvider",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,,,,4,1,2,,,4,,,,,,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1,00,1,1,1,1
Public Method,"org.apache.tools.ant.types.spi.Service.check",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,0,,,,16,1,11,,,4,,,,,,,,,4,8,1,3,7,1,,,6,,,4,4,4,1,0,,,,,0,,1,0,,,0,25,4,4,4,1
Public Method,"org.apache.tools.ant.types.spi.Service.getAsStream",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,1,,,,16,5,9,,,7,,,,,,,,,8,2,0,12,14,5,,,9,,,2,2,2,1,0,,,,,0,,1,0,,,0,44,2,2,2,1
Public Method,"org.apache.tools.ant.types.spi.Service.getType",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,,,,3,1,1,,,3,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,00,1,1,1,1
Public Method,"org.apache.tools.ant.types.spi.Service.setProvider",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,,,,5,2,3,,,4,,,,,,,,,2,1,0,3,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0,80,1,1,1,1
Public Method,"org.apache.tools.ant.types.spi.Service.setType",Service.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Package,"org.apache.tools.ant.util",Base64Converter.java,1,1,2,1,15,0,8,5,,,,,90,115,144,,76,,469,122,,,,,,584,,10,,56,16,,502,,,,12559,1127,,,,5935,2000,3518,,,5544,,,,,,,,,,,,3058,4194,1874,,,2320,,,,,,,,17,17,26,8,,,5,,,,0,93,1117,1088,1237,705
Public Class,"org.apache.tools.ant.util.Base64Converter",Base64Converter.java,2,2,2,1,33,2,21,9,1,0,0,1,,0,12,,,,2,0,,,,,,2,2,0,,0,0,,2,,,,105,12,,,,65,28,54,,,36,,,,,,,,,,,,46,52,20,,,32,,,,,,,,4,4,4,1,,1,1,,0,0,0,55,5,5,5,2
Public Method,"org.apache.tools.ant.util.Base64Converter.encode",Base64Converter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,,,,3,1,1,,,5,,,,,,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,67,1,1,1,1
Public Method,"org.apache.tools.ant.util.Base64Converter.encode",Base64Converter.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,59,5,,,,40,6,34,,,14,,,,,,,,,1,6,1,33,37,6,,,31,,,4,4,4,1,1,,,,,0,,1,0,,,0,35,4,4,4,1
Public Class,"org.apache.tools.ant.util.ChainedMapper",ChainedMapper.java,6,6,6,1,25,2,22,1,1,0,0,0,,0,0,,,,1,0,,,,,,1,8,0,,0,0,,1,,,,34,3,,,,24,6,16,,,7,,,,,,,,,,,,15,19,8,,,11,,,,,,,,6,6,6,1,,2,4,,0,0,0,29,6,6,6,1
Public Method,"org.apache.tools.ant.util.ChainedMapper.mapFileName",ChainedMapper.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,,,,22,5,16,,,1,,,,,,,,,12,5,1,15,18,7,,,11,,,6,6,6,1,0,,,,,0,,4,0,,,0,05,6,6,6,1
Public Class,"org.apache.tools.ant.util.ClasspathUtils",ClasspathUtils.java,2,2,2,1,23,0,11,12,1,8,8,0,,10,1,,,,0,0,,,,,,10,10,0,,1,0,,9,,,,470,32,,,,176,54,97,,,262,,,,,,,,,,,,53,88,40,,,48,,,,,,,,6,6,8,5,,1,2,,0,0,1,49,21,21,24,14
Public Static Class,"org.apache.tools.ant.util.ClasspathUtils.Delegate",ClasspathUtils.java,1,1,1,1,10,0,4,6,1,6,6,0,,0,0,,,,13,6,,,,,,13,13,1,,1,0,,11,,,,176,15,,,,62,20,27,,,99,,,,,,,,,,,,22,38,20,,,18,,,,,,,,2,2,3,1,,1,1,,78,66,1,60,16,16,18,13
Constructor,"org.apache.tools.ant.util.ClasspathUtils.Delegate.Delegate",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.createClasspath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,0,,,,6,1,3,,,8,,,,,,,,,5,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1,33,2,2,2,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.getClassLoadId",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,,,,5,1,3,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,2,2,3,1,0,,,,,0,,0,0,,,0,80,2,2,3,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.getClassLoader",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,,,,8,1,6,,,4,,,,,,,,,5,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,0,50,1,1,2,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.getClasspath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Private Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.getContextProject",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,,,,3,1,1,,,3,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,00,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.isReverseLoader",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.newInstance",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,,,,3,1,1,,,6,,,,,,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.setClassname",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,,,,3,1,1,,,8,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,67,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.setClasspath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,,,,7,1,4,,,7,,,,,,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1,00,2,2,2,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.setClasspathref",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,,,,4,1,2,,,8,,,,,,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,2,00,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.setLoaderRef",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Method,"org.apache.tools.ant.util.ClasspathUtils.Delegate.setReverseLoader",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,,,,3,1,1,,,15,,,,,,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,5,00,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,1,,,,4,2,1,,,10,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,50,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,1,,,,13,5,9,,,14,,,,,,,,,5,2,0,5,7,4,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1,08,2,2,2,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,1,,,,4,2,1,,,11,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,75,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,0,,,,5,2,2,,,15,,,,,,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3,00,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41,2,,,,21,5,13,,,18,,,,,,,,,5,9,1,7,12,3,,,9,,,5,5,8,1,0,,,,,0,,2,0,,,0,86,5,5,8,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getDelegate",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,,,,3,1,1,,,7,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,33,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.getUniqueClassLoaderForPath",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,0,,,,11,5,5,,,13,,,,,,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,1,18,2,2,2,1
Private Static Method,"org.apache.tools.ant.util.ClasspathUtils.isMagicPropertySet",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,,,,3,1,1,,,4,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1,33,1,1,1,1
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.newInstance",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58,0,,,,42,6,35,,,16,,,,,,,,,5,6,1,8,11,3,,,8,,,6,6,6,5,10,,,,,10,,2,10,,,0,38,6,6,6,5
Public Static Method,"org.apache.tools.ant.util.ClasspathUtils.newInstance",ClasspathUtils.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,,,,5,3,1,,,12,,,,,,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2,40,1,1,1,1
