Kind,Name,File,CountClassCoupled,CountDeclMethod,CountDeclMethodAll,CountClassDerived,CountLineCode,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,Path,class_frequency,will_change,number_of_changes,release
Public Class,org.apache.tools.ant.taskdefs.optional.net.MimeMail,MimeMail.java,1.0,1.0,65.0,0.0,8.0,50,0.0,4.0,org.apache.tools.ant.taskdefs.optional.net.MimeMail.MimeMail.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.RExecTask,RExecTask.java,5.0,11.0,46.0,0.0,215.0,63,79.0,3.0,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecTask.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.RExecTask.AntRExecClient,RExecTask.java,3.0,4.0,4.0,0.0,96.0,27,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.RExecTask.AntRExecClient.RExecTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecRead,RExecTask.java,2.0,3.0,6.0,0.0,15.0,73,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecRead.RExecTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecSubTask,RExecTask.java,4.0,3.0,3.0,2.0,13.0,77,66.0,1.0,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecSubTask.RExecTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecWrite,RExecTask.java,2.0,2.0,5.0,0.0,10.0,70,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.RExecTask.RExecWrite.RExecTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.SetProxy,SetProxy.java,4.0,11.0,46.0,0.0,133.0,88,79.0,3.0,org.apache.tools.ant.taskdefs.optional.net.SetProxy.SetProxy.java,2,1,6,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.net.SetProxy.ProxyAuth,SetProxy.java,0.0,2.0,2.0,0.0,9.0,33,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.SetProxy.ProxyAuth.SetProxy.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.TelnetTask,TelnetTask.java,5.0,10.0,45.0,0.0,166.0,73,75.0,3.0,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetTask.java,4,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient,TelnetTask.java,3.0,3.0,3.0,0.0,50.0,42,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.AntTelnetClient.TelnetTask.java,4,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead,TelnetTask.java,2.0,3.0,6.0,0.0,15.0,73,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetRead.TelnetTask.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask,TelnetTask.java,4.0,3.0,3.0,2.0,13.0,77,66.0,1.0,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetSubTask.TelnetTask.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite,TelnetTask.java,2.0,2.0,5.0,0.0,10.0,70,0.0,2.0,org.apache.tools.ant.taskdefs.optional.net.TelnetTask.TelnetWrite.TelnetTask.java,4,0,5,6
Class,org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler,FStatP4OutputHandler.java,4.0,4.0,11.0,0.0,26.0,27,56.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler.FStatP4OutputHandler.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Add,P4Add.java,6.0,5.0,54.0,0.0,53.0,89,60.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Add.P4Add.java,2,0,6,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Base,P4Base.java,8.0,14.0,49.0,15.0,111.0,14,87.0,3.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Base.P4Base.java,4,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Change,P4Change.java,3.0,4.0,53.0,0.0,62.0,69,75.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Change.P4Change.java,4,0,6,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Change.execute.(Anon_1),P4Change.java,5.0,1.0,8.0,0.0,11.0,18,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Change.execute.(Anon_1).P4Change.java,4,0,5,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Change.getEmptyChangeList.(Anon_2),P4Change.java,5.0,1.0,8.0,0.0,18.0,17,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Change.getEmptyChangeList.(Anon_2).P4Change.java,4,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest,P4ChangeTest.java,1.0,4.0,4.0,0.0,21.0,14,25.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4ChangeTest.P4ChangeTest.java,2,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Counter,P4Counter.java,4.0,4.0,53.0,0.0,52.0,8,55.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.P4Counter.java,3,0,6,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.execute.(Anon_1),P4Counter.java,4.0,1.0,8.0,0.0,11.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.execute.(Anon_1).P4Counter.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Delete,P4Delete.java,2.0,2.0,51.0,0.0,15.0,67,0.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Delete.P4Delete.java,2,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Edit,P4Edit.java,2.0,2.0,51.0,0.0,15.0,67,0.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Edit.P4Edit.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat,P4Fstat.java,6.0,8.0,57.0,0.0,98.0,50,78.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat.P4Fstat.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter,P4HandlerAdapter.java,3.0,7.0,7.0,9.0,35.0,26,66.0,1.0,org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter.P4HandlerAdapter.java,4,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Have,P4Have.java,2.0,1.0,50.0,0.0,5.0,40,0.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Have.P4Have.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate,P4Integrate.java,2.0,25.0,74.0,0.0,127.0,11,88.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate.P4Integrate.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Label,P4Label.java,4.0,4.0,53.0,0.0,81.0,46,50.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.P4Label.java,4,0,6,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_1),P4Label.java,2.0,1.0,8.0,0.0,4.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_1).P4Label.java,4,0,5,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_2),P4Label.java,2.0,1.0,8.0,0.0,4.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_2).P4Label.java,4,0,5,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_3),P4Label.java,4.0,1.0,8.0,0.0,8.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_3).P4Label.java,3,0,5,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_4),P4Label.java,2.0,1.0,8.0,0.0,4.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Label.execute.(Anon_4).P4Label.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Labelsync,P4Labelsync.java,4.0,8.0,57.0,0.0,51.0,16,75.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Labelsync.P4Labelsync.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream,P4OutputStream.java,1.0,4.0,4.0,0.0,29.0,83,50.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream.P4OutputStream.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen,P4Reopen.java,2.0,2.0,51.0,0.0,15.0,0,0.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen.P4Reopen.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve,P4Resolve.java,2.0,11.0,60.0,0.0,90.0,70,80.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve.P4Resolve.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Revert,P4Revert.java,2.0,3.0,52.0,0.0,23.0,17,33.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Revert.P4Revert.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,P4Submit.java,3.0,4.0,53.0,0.0,62.0,85,66.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Submit.P4Submit.java,4,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Submit.P4SubmitAdapter,P4Submit.java,6.0,2.0,11.0,0.0,41.0,24,0.0,3.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Submit.P4SubmitAdapter.P4Submit.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,P4Sync.java,3.0,3.0,52.0,0.0,26.0,46,33.0,4.0,org.apache.tools.ant.taskdefs.optional.perforce.P4Sync.P4Sync.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler,SimpleP4OutputHandler.java,5.0,2.0,9.0,1.0,26.0,35,0.0,2.0,org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler.SimpleP4OutputHandler.java,4,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,Pvcs.java,10.0,36.0,71.0,0.0,344.0,59,91.0,3.0,org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.Pvcs.java,3,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject,PvcsProject.java,0.0,3.0,3.0,0.0,12.0,75,33.0,1.0,org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject.PvcsProject.java,3,0,5,6
Class,org.apache.tools.ant.taskdefs.optional.rjunit.ArrayEnumeration,ArrayEnumeration.java,0.0,3.0,3.0,0.0,21.0,14,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.ArrayEnumeration.ArrayEnumeration.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.rjunit.BaseTestElement,BaseTestElement.java,2.0,5.0,10.0,2.0,30.0,60,50.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.BaseTestElement.BaseTestElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.BatchTestElement,BatchTestElement.java,4.0,5.0,15.0,0.0,20.0,65,0.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.BatchTestElement.BatchTestElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ClasspathTestCollector,ClasspathTestCollector.java,7.0,10.0,15.0,0.0,83.0,34,65.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ClasspathTestCollector.ClasspathTestCollector.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ClientElement,ClientElement.java,13.0,14.0,19.0,0.0,115.0,35,79.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ClientElement.ClientElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.CompoundEnumeration,CompoundEnumeration.java,0.0,3.0,3.0,0.0,22.0,9,16.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.CompoundEnumeration.CompoundEnumeration.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.FilterElement,FilterElement.java,4.0,3.0,3.0,0.0,33.0,94,33.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.FilterElement.FilterElement.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.FilterElement.FilterAttribute,FilterElement.java,1.0,2.0,10.0,0.0,10.0,40,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.FilterElement.FilterAttribute.FilterElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.JUnitHelper,JUnitHelper.java,2.0,6.0,6.0,0.0,69.0,75,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.JUnitHelper.JUnitHelper.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.KeepAliveOutputStream,KeepAliveOutputStream.java,0.0,2.0,2.0,0.0,7.0,29,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.KeepAliveOutputStream.KeepAliveOutputStream.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.OutputAttribute,OutputAttribute.java,3.0,2.0,7.0,0.0,21.0,95,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.OutputAttribute.OutputAttribute.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTask,RJUnitTask.java,4.0,5.0,40.0,0.0,69.0,32,70.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTask.RJUnitTask.java,1,0,0,6
Class,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTask.ServerWorker,RJUnitTask.java,2.0,2.0,2.0,0.0,14.0,7,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTask.ServerWorker.RJUnitTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTaskTest,RJUnitTaskTest.java,0.0,5.0,33.0,0.0,21.0,81,0.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.RJUnitTaskTest.RJUnitTaskTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement,ResultFormatterElement.java,9.0,7.0,7.0,0.0,92.0,59,75.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement.ResultFormatterElement.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement.Parameter,ResultFormatterElement.java,0.0,5.0,5.0,0.0,19.0,5,60.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement.Parameter.ResultFormatterElement.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement.TypeAttribute,ResultFormatterElement.java,0.0,2.0,10.0,0.0,14.0,29,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ResultFormatterElement.TypeAttribute.ResultFormatterElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ServerElement,ServerElement.java,5.0,6.0,11.0,0.0,39.0,64,77.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ServerElement.ServerElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.TestElement,TestElement.java,1.0,2.0,12.0,0.0,9.0,78,0.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.TestElement.TestElement.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.TestRunRecorder,TestRunRecorder.java,1.0,9.0,9.0,1.0,34.0,29,88.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.TestRunRecorder.TestRunRecorder.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.WatchdogTest,WatchdogTest.java,0.0,3.0,3.0,0.0,31.0,48,33.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.WatchdogTest.WatchdogTest.java,1,0,0,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.rjunit.WatchdogTest.createWorker.(Anon_1),WatchdogTest.java,1.0,1.0,1.0,0.0,4.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.WatchdogTest.createWorker.(Anon_1).WatchdogTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ZipScanner,ZipScanner.java,0.0,6.0,6.0,0.0,93.0,25,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ZipScanner.ZipScanner.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.ZipScannerTest,ZipScannerTest.java,2.0,5.0,5.0,0.0,33.0,12,40.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.ZipScannerTest.ZipScannerTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.data.Test1,Test1.java,0.0,4.0,4.0,0.0,13.0,31,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.data.Test1.Test1.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BaseFormatter,BaseFormatter.java,2.0,10.0,10.0,1.0,22.0,18,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BaseFormatter.BaseFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BaseStreamFormatter,BaseStreamFormatter.java,3.0,6.0,16.0,3.0,41.0,56,50.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BaseStreamFormatter.BaseStreamFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BriefFormatter,BriefFormatter.java,2.0,2.0,20.0,0.0,16.0,31,0.0,4.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.BriefFormatter.BriefFormatter.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterFormatter,FilterFormatter.java,2.0,13.0,13.0,1.0,42.0,17,7.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterFormatter.FilterFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterStackFormatter,FilterStackFormatter.java,3.0,7.0,20.0,0.0,65.0,52,85.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterStackFormatter.FilterStackFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterStackFormatterTest,FilterStackFormatterTest.java,2.0,13.0,13.0,0.0,62.0,23,89.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FilterStackFormatterTest.FilterStackFormatterTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FormatterRecorder,FormatterRecorder.java,1.0,1.0,10.0,0.0,5.0,40,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.FormatterRecorder.FormatterRecorder.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.PlainFormatter,PlainFormatter.java,2.0,8.0,24.0,0.0,30.0,13,0.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.PlainFormatter.PlainFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.SummaryFormatter,SummaryFormatter.java,2.0,2.0,18.0,1.0,23.0,22,0.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.SummaryFormatter.SummaryFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.XMLFormatter,XMLFormatter.java,7.0,11.0,27.0,0.0,132.0,31,71.0,3.0,org.apache.tools.ant.taskdefs.optional.rjunit.formatter.XMLFormatter.XMLFormatter.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher,EventDispatcher.java,12.0,5.0,5.0,0.0,89.0,15,40.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunEndedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunEndedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunStartedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunStartedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunStoppedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.RunStoppedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.SuiteEndedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.SuiteEndedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.SuiteStartedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.SuiteStartedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestEndedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestEndedAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestErrorAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestErrorAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestFailureAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestFailureAction.EventDispatcher.java,1,0,0,6
Private Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestStartedAction,EventDispatcher.java,2.0,1.0,1.0,0.0,5.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.EventDispatcher.TestStartedAction.EventDispatcher.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.ExceptionData,ExceptionData.java,1.0,7.0,7.0,0.0,36.0,75,47.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.ExceptionData.ExceptionData.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.MessageReaderTest,MessageReaderTest.java,3.0,9.0,9.0,0.0,51.0,8,11.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.MessageReaderTest.MessageReaderTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.Messenger,Messenger.java,1.0,9.0,9.0,0.0,44.0,9,55.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.Messenger.Messenger.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.Server,Server.java,4.0,8.0,8.0,0.0,75.0,39,62.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.Server.Server.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases,TestCases.java,0.0,0.0,0.0,0.0,40.0,12,0.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.TestCases.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.FailSetupTestSuite,TestCases.java,2.0,2.0,2.0,0.0,8.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.FailSetupTestSuite.TestCases.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.FailTestSetup,TestCases.java,0.0,2.0,2.0,0.0,8.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.FailTestSetup.TestCases.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.NullTestCase,TestCases.java,0.0,4.0,4.0,0.0,8.0,12,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.NullTestCase.TestCases.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.NullTestSuite,TestCases.java,1.0,2.0,2.0,0.0,8.0,12,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.NullTestSuite.TestCases.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.SimpleTestCase,TestCases.java,0.0,2.0,2.0,0.0,6.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestCases.SimpleTestCase.TestCases.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunEvent,TestRunEvent.java,2.0,18.0,18.0,0.0,90.0,16,77.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunEvent.TestRunEvent.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunner,TestRunner.java,8.0,24.0,24.0,0.0,266.0,35,82.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunner.TestRunner.java,1,0,0,6
Private Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunner.StopThread,TestRunner.java,3.0,1.0,1.0,0.0,14.0,29,0.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunner.StopThread.TestRunner.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunnerTest,TestRunnerTest.java,7.0,18.0,18.0,0.0,83.0,12,77.0,2.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestRunnerTest.TestRunnerTest.java,1,0,0,6
